name,year_start,year_end,birth_date,college,player_name_clean,height_m,weight_kg,age_at_debut,age_at_last_season,position_all,position_main,BMI,body_fat_pct_est,fat_mass_kg,lean_mass_kg
Cuonzo Martin,1996,1997,1971-09-23,Purdue University,Cuonzo Martin,2.0,96.6,25,26,G/F,G,24.2,18.8,18.2,78.4
Darrick Martin,1995,2008,1971-03-06,"University of California, Los Angeles",Darrick Martin,1.8,77.1,24,37,G,G,23.8,20.9,16.1,61.0
Dino Martin,1947,1948,1920-05-25,Georgetown University,Dino Martin,1.7,72.6,27,28,G,G,25.1,20.4,14.8,57.8
Don Martin,1947,1949,1920-02-07,Central Missouri State University,Don Martin,2.0,95.3,27,29,C/F,C,23.8,19.0,18.1,77.2
Fernando Martin,1987,1987,1962-03-25,Unknown,Fernando Martin,2.1,99.8,25,25,C,C,22.6,16.7,16.7,83.1
Jarell Martin,2016,2018,1994-05-24,Louisiana State University,Jarell Martin,2.1,108.4,22,24,F,F,24.6,18.8,20.4,88.0
Jeff Martin,1990,1991,1967-01-14,Murray State University,Jeff Martin,2.0,88.5,23,24,G,G,22.1,15.8,14.0,74.5
Kenyon Martin,2001,2015,1977-12-30,University of Cincinnati,Kenyon Martin,2.1,106.1,24,38,F,F,24.1,21.5,22.8,83.3
Kevin Martin,2005,2016,1983-02-01,Western Carolina University,Kevin Martin,2.0,90.3,22,33,G,G,22.6,18.5,16.7,73.6
LaRue Martin,1973,1976,1950-03-30,Loyola University of Chicago,Larue Martin,2.1,94.3,23,26,C,C,21.4,15.5,14.6,79.7
Maurice Martin,1987,1988,1964-07-02,Saint Joseph's University,Maurice Martin,2.0,90.7,23,24,F/G,F,22.7,16.6,15.1,75.6
Phil Martin,1955,1955,1928-04-02,University of Toledo,Phil Martin,1.9,86.2,27,27,G,G,23.9,18.7,16.1,70.1
Slater Martin,1950,1960,1925-10-22,University of Texas at Austin,Slater Martin,1.8,77.1,25,35,G,G,23.8,20.4,15.7,61.4
Whitey Martin,1962,1962,1939-04-11,St. Bonaventure University,Whitey Martin,1.9,83.9,23,23,G,G,23.2,16.9,14.2,69.7
Jamal Mashburn,1994,2004,1972-11-29,University of Kentucky,Jamal Mashburn,2.0,108.9,22,32,F,F,27.2,23.8,25.9,83.0
Al Masino,1953,1954,1928-02-05,Canisius College,Al Masino,1.8,78.9,25,26,G,G,24.4,19.1,15.1,63.8
Anthony Mason,1990,2003,1966-12-14,Tennessee State University,Anthony Mason,2.0,113.4,24,37,F,F,28.4,26.4,29.9,83.5
Desmond Mason,2001,2010,1977-10-11,Oklahoma State University,Desmond Mason,2.0,101.6,24,33,F,F,25.4,21.9,22.3,79.3
Frank Mason,2018,2018,1994-04-03,University of Kansas,Frank Mason,1.8,85.7,24,24,G,G,26.5,21.1,18.1,67.6
Roger Mason,2003,2014,1980-09-10,University of Virginia,Roger Mason,2.0,90.7,23,34,G,G,22.7,18.9,17.1,73.6
Tony Massenburg,1991,2005,1967-07-31,University of Maryland,Tony Massenburg,2.1,99.8,24,38,F,F,22.6,19.7,19.7,80.1
Eddie Mast,1971,1973,1948-10-03,Temple University,Eddie Mast,2.1,99.8,23,25,F/C,F,22.6,16.7,16.7,83.1
Mangok Mathiang,2018,2018,1992-10-08,University of Louisville,Mangok Mathiang,2.1,104.3,26,26,C/F,C,23.7,18.2,19.0,85.3
Johnny Mathis,1968,1968,1943-07-14,Savannah State University,Johnny Mathis,2.0,99.8,25,25,F,F,25.0,19.6,19.6,80.2
Wes Matthews,1981,1990,1959-08-24,University of Wisconsin,Wes Matthews,1.9,77.1,22,31,G,G,21.4,16.6,12.8,64.3
Wesley Matthews,2010,2018,1986-10-14,Marquette University,Wesley Matthews,2.0,99.8,24,32,G,G,25.0,21.2,21.2,78.6
Ariel Maughan,1947,1951,1923-02-23,Utah State University,Ariel Maughan,1.9,86.2,24,28,F,F,23.9,18.9,16.3,69.9
Marlon Maxey,1993,1994,1969-02-19,University of Texas at El Paso,Marlon Maxey,2.0,113.4,24,25,F,F,28.4,23.6,26.8,86.6
Jason Maxiell,2006,2015,1983-02-18,University of Cincinnati,Jason Maxiell,2.0,117.9,23,32,F,F,29.5,26.6,31.4,86.5
Cedric Maxwell,1978,1988,1955-11-21,University of North Carolina at Charlotte,Cedric Maxwell,2.0,93.0,23,33,F,F,23.2,19.2,17.9,75.1
Vernon Maxwell,1989,2001,1965-09-12,University of Florida,Vernon Maxwell,1.9,81.6,24,36,G,G,22.6,19.2,15.7,65.9
Don May,1969,1975,1946-01-03,University of Dayton,Don May,1.9,90.7,23,29,F,F,25.1,20.6,18.7,72.0
Scott May,1977,1983,1954-03-19,Indiana University,Scott May,2.0,97.5,23,29,F,F,24.4,19.7,19.2,78.3
Sean May,2006,2010,1984-04-04,University of North Carolina,Sean May,2.1,120.7,22,26,F,F,27.4,22.7,27.4,93.3
Lee Mayberry,1993,1999,1970-06-12,University of Arkansas,Lee Mayberry,1.9,78.0,23,29,G,G,21.6,16.4,12.8,65.2
Clyde Mayes,1976,1977,1953-03-17,Furman University,Clyde Mayes,2.0,102.1,23,24,F,F,25.5,19.9,20.3,81.8
Tharon Mayes,1992,1992,1968-09-09,Florida State University,Tharon Mayes,1.9,79.4,24,24,G,G,22.0,15.7,12.5,66.9
Bill Mayfield,1981,1981,1957-10-17,University of Iowa,Bill Mayfield,2.0,93.0,24,24,F,F,23.2,17.2,16.0,77.0
Ken Mayfield,1976,1976,1948-05-11,Tuskegee University,Ken Mayfield,1.9,83.9,28,28,G,G,23.2,18.1,15.2,68.7
Eric Maynor,2010,2014,1987-06-11,Virginia Commonwealth University,Eric Maynor,1.9,79.4,23,27,G,G,22.0,16.4,13.0,66.4
O.J. Mayo,2009,2016,1987-11-05,University of Southern California,Oj Mayo,2.0,95.3,22,29,G,G,23.8,19.0,18.1,77.2
Travis Mays,1991,1993,1968-06-19,University of Texas at Austin,Travis Mays,1.9,86.2,23,25,G,G,23.9,18.2,15.7,70.5
Matt Mazza,1950,1950,1923-09-23,Michigan State University,Matt Mazza,1.9,95.3,27,27,F,F,26.4,21.7,20.7,74.6
Luc Mbah a Moute,2009,2018,1986-09-09,"University of California, Los Angeles",Luc Mbah A Moute,2.0,104.3,23,32,F,F,26.1,22.5,23.5,80.8
Bob McAdoo,1973,1986,1951-09-25,University of North Carolina,Bob Mcadoo,2.1,95.3,22,35,C/F,C,21.6,17.8,17.0,78.3
James Michael McAdoo,2015,2018,1993-01-04,University of North Carolina,James Michael Mcadoo,2.1,104.3,22,25,F,F,23.7,18.0,18.8,85.5
Ken McBride,1955,1955,,University of Maryland Eastern Shore,Ken Mcbride,1.9,86.2,,,G/F,G,23.9,,,
Ray McCallum,2014,2016,1991-06-12,University of Detroit Mercy,Ray Mccallum,1.9,86.2,23,25,G,G,23.9,18.2,15.7,70.5
Bob McCann,1990,1998,1964-04-22,Morehead State University,Bob Mccann,2.0,110.7,26,34,F,F,27.7,24.9,27.6,83.1
Brendan McCann,1958,1960,1935-07-05,St. Bonaventure University,Brendan Mccann,1.9,80.7,23,25,G,G,22.4,16.4,13.2,67.5
Mel McCants,1990,1990,1967-08-19,Purdue University,Mel Mccants,2.0,108.9,23,23,F,F,27.2,21.7,23.6,85.3
Rashad McCants,2006,2009,1984-09-25,University of North Carolina,Rashad Mccants,1.9,93.9,22,25,G,G,26.0,20.8,19.5,74.4
Mike McCarron,1947,1950,1922-03-02,Seton Hall University,Mike Mccarron,1.8,81.6,25,28,G,G,25.2,20.5,16.7,64.9
Andre McCarter,1977,1981,1953-08-25,"University of California, Los Angeles",Andre Mccarter,1.9,86.2,24,28,G,G,23.9,18.9,16.3,69.9
Willie McCarter,1970,1972,1946-07-26,Drake University,Willie Mccarter,1.9,79.4,24,26,G,G,22.0,16.2,12.9,66.5
Johnny McCarthy,1957,1964,1934-04-25,Canisius College,Johnny Mccarthy,1.9,83.9,23,30,G,G,23.2,18.5,15.5,68.4
Howie McCarty,1947,1947,,Wayne State University,Howie Mccarty,1.9,86.2,,,F/G,F,23.9,,,
Kelly McCarty,1999,1999,1975-08-24,University of Southern Mississippi,Kelly Mccarty,2.0,90.7,24,24,G/F,G,22.7,16.6,15.1,75.6
Walter McCarty,1997,2006,1974-02-01,University of Kentucky,Walter Mccarty,2.1,104.3,23,32,F,F,23.7,19.6,20.4,83.9
Amal McCaskill,1997,2004,1973-10-28,Marquette University,Amal Mccaskill,2.1,106.6,24,31,F/C,F,24.2,20.0,21.3,85.3
Patrick McCaw,2017,2018,1995-10-25,"University of Nevada, Las Vegas",Patrick Mccaw,2.0,83.9,22,23,G,G,21.0,14.3,12.0,71.9
Dwayne McClain,1986,1986,1963-02-07,Villanova University,Dwayne Mcclain,2.0,83.9,23,23,G,G,21.0,14.3,12.0,71.9
Ted McClain,1972,1979,1946-08-30,Tennessee State University,Ted Mcclain,1.9,81.6,26,33,G,G,22.6,18.5,15.1,66.5
Dan McClintock,2001,2001,1977-04-19,Northern Arizona University,Dan Mcclintock,2.1,122.5,24,24,C,C,27.8,22.7,27.8,94.7
Jack McCloskey,1953,1953,1925-09-19,University of Pennsylvania,Jack Mccloskey,1.9,86.2,28,28,G,G,23.9,18.9,16.3,69.9
George McCloud,1990,2002,1967-05-27,Florida State University,George Mccloud,2.0,93.0,23,35,G/F,G,23.2,19.7,18.3,74.7
C.J. McCollum,2014,2018,1991-09-19,Lehigh University,Cj Mccollum,1.9,86.2,23,27,G,G,23.9,18.7,16.1,70.1
John McConathy,1952,1952,1930-04-09,Northwestern State University,John Mcconathy,2.0,88.5,22,22,F,F,22.1,15.4,13.6,74.9
Bucky McConnell,1953,1953,1928-07-01,Marshall University,Bucky Mcconnell,1.8,77.1,25,25,G,G,23.8,18.1,14.0,63.1
T.J. McConnell,2016,2018,1992-03-25,University of Arizona,Tj Mcconnell,1.9,90.7,24,26,G,G,25.1,19.9,18.0,72.7
Keith McCord,1981,1981,1957-06-22,University of Alabama at Birmingham,Keith Mccord,2.0,95.3,24,24,G,G,23.8,17.9,17.1,78.2
Tim McCormick,1985,1992,1962-03-10,University of Michigan,Tim Mccormick,2.1,108.9,23,30,C,C,24.7,20.3,22.1,86.8
Jelani McCoy,1999,2008,1977-12-06,"University of California, Los Angeles",Jelani Mccoy,2.1,111.1,22,31,C,C,25.2,21.2,23.6,87.5
Paul McCracken,1973,1977,1950-09-11,"California State University, Northridge",Paul Mccracken,1.9,81.6,23,27,G,G,22.6,17.1,14.0,67.6
Chris McCray,2007,2007,1984-05-27,University of Maryland,Chris Mccray,2.0,87.1,23,23,G,G,21.8,15.2,13.2,73.9
Rodney McCray,1984,1993,1961-08-29,University of Louisville,Rodney Mccray,2.0,99.8,23,32,F/G,F,25.0,21.2,21.2,78.6
Scooter McCray,1984,1987,1960-02-08,University of Louisville,Scooter Mccray,2.1,97.5,24,27,F/G,F,22.1,16.5,16.1,81.4
Chris McCullough,2016,2018,1995-02-05,Syracuse University,Chris Mccullough,2.1,90.7,21,23,F,F,20.6,13.8,12.5,78.2
John McCullough,1982,1982,1956-10-05,University of Oklahoma,John Mccullough,1.9,86.2,26,26,G,G,23.9,18.5,15.9,70.3
Clint McDaniel,1996,1996,1972-02-26,University of Arkansas,Clint Mcdaniel,1.9,81.6,24,24,G,G,22.6,16.4,13.4,68.2
Xavier McDaniel,1986,1998,1963-06-04,Wichita State University,Xavier Mcdaniel,2.0,93.0,23,35,F,F,23.2,19.7,18.3,74.7
Jim McDaniels,1972,1978,1948-04-02,Western Kentucky University,Jim Mcdaniels,2.1,103.4,24,30,C/F,C,23.4,18.8,19.4,84.0
K.J. McDaniels,2015,2017,1993-02-09,Clemson University,Kj Mcdaniels,2.0,93.0,22,24,G/F,G,23.2,17.2,16.0,77.0
Doug McDermott,2015,2018,1992-01-03,Creighton University,Doug Mcdermott,2.0,102.1,23,26,F,F,25.5,20.4,20.8,81.3
Ben McDonald,1986,1989,1962-07-20,"University of California, Irvine",Ben Mcdonald,2.0,95.3,24,27,F,F,23.8,18.6,17.7,77.6
Glenn McDonald,1975,1977,1952-03-18,"California State University, Long Beach",Glenn Mcdonald,2.0,86.2,23,25,F/G,F,21.6,15.5,13.4,72.8
Michael McDonald,1998,1998,1969-02-13,University of New Orleans,Michael Mcdonald,2.1,105.2,29,29,C,C,23.9,19.1,20.1,85.1
Roderick McDonald,1971,1973,1945-04-09,Whitworth,Roderick Mcdonald,2.0,93.0,26,28,F,F,23.2,18.1,16.8,76.2
Hank McDowell,1982,1987,1959-11-13,University of Memphis,Hank Mcdowell,2.1,97.5,23,28,F/C,F,22.1,16.8,16.4,81.1
Antonio McDyess,1996,2011,1974-09-07,University of Alabama,Antonio Mcdyess,2.1,99.8,22,37,F/C,F,22.6,19.4,19.4,80.4
Jim McElroy,1976,1982,1953-10-04,Central Michigan University,Jim Mcelroy,1.9,86.2,23,29,G,G,23.9,19.1,16.5,69.7
Patrick McFarland,1974,1976,1951-12-07,Saint Joseph's University,Patrick Mcfarland,2.0,83.9,23,25,F/G,F,21.0,14.8,12.4,71.5
Ivan McFarlin,2007,2007,1982-04-26,Oklahoma State University,Ivan Mcfarlin,2.0,108.9,25,25,F,F,27.2,22.2,24.2,84.7
Mel McGaha,1949,1949,1926-09-26,University of Arkansas,Mel Mcgaha,1.9,86.2,23,23,G,G,23.9,17.8,15.3,70.9
Mitch McGary,2015,2016,1992-06-06,University of Michigan,Mitch Mcgary,2.1,115.7,23,24,F/C,F,26.2,20.8,24.1,91.6
JaVale McGee,2009,2018,1988-01-19,"University of Nevada, Reno",Javale Mcgee,2.1,122.5,21,30,C,C,27.8,24.1,29.5,93.0
Mike McGee,1982,1990,1959-07-29,University of Michigan,Mike Mcgee,2.0,86.2,23,31,G/F,G,21.6,16.9,14.6,71.6
Bill McGill,1963,1970,1939-09-16,University of Utah,Bill Mcgill,2.1,102.1,24,31,C/F,C,23.2,18.8,19.2,82.9
George McGinnis,1972,1982,1950-08-12,Indiana University,George Mcginnis,2.0,106.6,22,32,F/C,F,26.6,23.1,24.6,82.0
Jon McGlocklin,1966,1976,1943-06-10,Indiana University,Jon Mcglocklin,2.0,93.0,23,33,G/F,G,23.2,19.2,17.9,75.1
Tracy McGrady,1998,2012,1979-05-24,Unknown,Tracy Mcgrady,2.0,95.3,19,33,F/G,F,23.8,20.0,19.1,76.2
Gil McGregor,1972,1972,1949-06-14,Wake Forest University,Gil Mcgregor,2.0,108.9,23,23,F,F,27.2,21.7,23.6,85.3
Elton McGriff,1968,1969,1942-08-21,Creighton University,Elton Mcgriff,2.1,102.1,26,27,C,C,23.2,17.8,18.2,83.9
Rodney McGruder,2017,2017,1991-07-29,Kansas State University,Rodney Mcgruder,1.9,93.0,26,26,G,G,25.8,20.7,19.3,73.7
Alfred McGuire,1952,1955,1928-09-07,St. John's University,Alfred Mcguire,1.9,81.6,24,27,G/F,G,22.6,17.1,14.0,67.6
Allie McGuire,1974,1974,1951-07-10,Marquette University,Allie Mcguire,1.9,79.4,23,23,G,G,22.0,15.5,12.3,67.1
Dick McGuire,1950,1960,1926-01-25,St. John's University,Dick Mcguire,1.8,81.6,24,34,G,G,25.2,21.9,17.9,63.7
Dominic McGuire,2008,2013,1985-10-20,"California State University, Fresno",Dominic Mcguire,2.1,99.8,23,28,F,F,22.6,17.4,17.4,82.4
Kevin McHale,1981,1993,1957-12-19,University of Minnesota,Kevin Mchale,2.1,95.3,24,36,F/C,F,21.6,18.0,17.2,78.1
Maurice McHartley,1968,1970,1942-08-01,North Carolina Agricultural and Technical State University,Maurice Mchartley,1.9,83.9,26,28,G/F,G,23.2,18.1,15.2,68.7
Jim McIlvaine,1995,2001,1972-07-30,Marquette University,Jim Mcilvaine,2.2,108.9,23,29,C,C,22.5,17.5,19.1,89.8
Jeff McInnis,1997,2008,1974-10-22,University of North Carolina,Jeff Mcinnis,1.9,86.2,23,34,G,G,23.9,20.3,17.5,68.7
Kenny McIntosh,1972,1975,1949-01-21,Eastern Michigan University,Kenny Mcintosh,2.0,102.1,23,26,F,F,25.5,20.4,20.8,81.3
Bob McIntyre,1968,1970,1944-01-23,St. John's University,Bob Mcintyre,2.0,97.5,24,26,F,F,24.4,19.1,18.6,78.9
Jerry McKee,1970,1970,1946-08-04,Ohio University,Jerry Mckee,1.9,86.2,24,24,G,G,23.9,18.0,15.5,70.7
Kevin McKenna,1982,1988,1959-01-08,Creighton University,Kevin Mckenna,2.0,88.5,23,29,G/F,G,22.1,17.0,15.0,73.5
Forrest McKenzie,1987,1987,1963-02-16,Loyola Marymount University,Forrest Mckenzie,2.0,90.7,24,24,F,F,22.7,16.6,15.1,75.6
Stan McKenzie,1968,1974,1944-10-06,New York University,Stan Mckenzie,2.0,88.5,24,30,F/G,F,22.1,17.2,15.2,73.3
Derrick McKey,1988,2002,1966-10-10,University of Alabama,Derrick Mckey,2.1,93.0,22,36,F/C,F,21.1,17.4,16.2,76.8
Aaron McKie,1995,2007,1972-10-02,Temple University,Aaron Mckie,2.0,94.8,23,35,G,G,23.7,20.3,19.2,75.6
Billy McKinney,1979,1986,1955-06-05,Northwestern University,Billy Mckinney,1.8,72.6,24,31,G,G,22.4,17.8,12.9,59.7
Bones McKinney,1947,1952,1919-01-01,University of North Carolina,Bones Mckinney,2.0,83.9,28,33,F/C,F,21.0,16.6,13.9,70.0
Carlton McKinney,1990,1992,1964-10-21,Southern Methodist University,Carlton Mckinney,1.9,86.2,26,28,G,G,23.9,18.9,16.3,69.9
Alfonzo McKinnie,2018,2018,1992-09-17,University of Wisconsin-Green Bay,Alfonzo Mckinnie,2.0,97.5,26,26,F,F,24.4,19.1,18.6,78.9
Ben McLemore,2014,2018,1993-02-11,University of Kansas,Ben Mclemore,2.0,88.5,21,25,G,G,22.1,16.1,14.2,74.3
McCoy McLemore,1965,1972,1942-04-03,Drake University,Mccoy Mclemore,2.0,104.3,23,30,F/C,F,26.1,22.0,22.9,81.4
George McLeod,1953,1953,1931-01-03,Texas Christian University,George Mcleod,2.0,90.7,22,22,F,F,22.7,16.1,14.6,76.1
Keith McLeod,2004,2007,1979-11-05,Bowling Green State University,Keith Mcleod,1.9,85.3,25,28,G,G,23.6,18.6,15.9,69.4
Roshown McLeod,1999,2001,1975-11-17,Duke University,Roshown Mcleod,2.0,100.2,24,26,F,F,25.0,19.8,19.8,80.4
Jack McMahon,1953,1960,1928-12-03,St. John's University,Jack Mcmahon,1.9,83.9,25,32,G,G,23.2,19.0,15.9,68.0
Nate McMillan,1987,1998,1964-08-03,North Carolina State University,Nate Mcmillan,2.0,88.5,23,34,G/F,G,22.1,18.1,16.0,72.5
Tom McMillen,1976,1986,1952-05-26,University of Maryland,Tom Mcmillen,2.1,97.5,24,34,F/C,F,22.1,18.1,17.6,79.9
Jim McMillian,1971,1979,1948-03-11,Columbia University,Jim Mcmillian,2.0,97.5,23,31,F,F,24.4,20.2,19.7,77.8
Shellie McMillon,1959,1962,1936-03-11,Bradley University,Shellie Mcmillon,2.0,93.0,23,26,F,F,23.2,17.6,16.4,76.6
Mal McMullen,1950,1951,1927-08-23,Xavier University,Mal Mcmullen,2.0,95.3,23,24,F/C,F,23.8,17.9,17.1,78.2
Chet McNabb,1948,1948,1920-09-19,Arizona State University,Chet Mcnabb,1.9,90.7,28,28,F,F,25.1,20.4,18.5,72.2
Mark McNamara,1983,1991,1959-06-08,University of California,Mark Mcnamara,2.1,106.6,24,32,C/F,C,24.2,20.2,21.5,85.1
Joe McNamee,1951,1952,1926-09-24,University of San Francisco,Joe Mcnamee,2.0,95.3,25,26,F/C,F,23.8,18.3,17.4,77.9
Jerel McNeal,2015,2015,1987-06-01,Marquette University,Jerel Mcneal,1.9,90.7,28,28,G,G,25.1,20.4,18.5,72.2
Chris McNealy,1986,1988,1961-07-15,San Jose State University,Chris Mcnealy,2.0,95.3,25,27,F,F,23.8,18.6,17.7,77.6
Bob McNeill,1961,1962,1938-10-22,Saint Joseph's University,Bob Mcneill,1.9,77.1,23,24,G,G,21.4,15.0,11.6,65.5
Larry McNeill,1974,1979,1951-01-31,Marquette University,Larry Mcneill,2.1,88.5,23,28,F/C,F,20.1,14.4,12.7,75.8
Carl McNulty,1955,1955,1930-02-14,Purdue University,Carl Mcnulty,1.9,83.9,25,25,G,G,23.2,17.4,14.6,69.3
Paul McPherson,2001,2001,1978-07-03,DePaul University,Paul Mcpherson,1.9,95.3,23,23,G,G,26.4,20.8,19.8,75.5
Roy McPipe,1975,1975,1950-05-05,"Montana State University, Billings",Roy Mcpipe,1.9,93.0,25,25,G,G,25.8,20.5,19.1,73.9
Cozell McQueen,1987,1987,1962-01-18,North Carolina State University,Cozell Mcqueen,2.1,106.6,25,25,F,F,24.2,18.6,19.8,86.8
Jordan McRae,2016,2017,1991-03-28,University of Tennessee,Jordan Mcrae,2.0,83.9,25,26,G,G,21.0,15.0,12.6,71.3
Thales McReynolds,1966,1966,1943-06-08,Miles College,Thales Mcreynolds,1.9,83.9,23,23,G,G,23.2,16.9,14.2,69.7
Josh McRoberts,2008,2017,1987-02-28,Duke University,Josh Mcroberts,2.1,108.9,21,30,F,F,24.7,20.3,22.1,86.8
Eric McWilliams,1973,1973,1950-04-18,"California State University, Long Beach",Eric Mcwilliams,2.0,90.7,23,23,F,F,22.7,16.3,14.8,75.9
George Mearns,1947,1948,1922-04-18,University of Rhode Island,George Mearns,1.9,79.4,25,26,F,F,22.0,16.2,12.9,66.5
Stanislav Medvedenko,2001,2007,1979-04-04,Unknown,Stanislav Medvedenko,2.1,113.4,22,28,F,F,25.7,21.1,23.9,89.5
Darnell Mee,1994,1995,1971-02-11,Western Kentucky University,Darnell Mee,2.0,79.4,23,24,G,G,19.8,13.1,10.4,69.0
Jodie Meeks,2010,2018,1987-08-21,University of Kentucky,Jodie Meeks,1.9,95.3,23,31,G,G,26.4,22.6,21.5,73.8
Cliff Meely,1972,1976,1947-07-10,University of Colorado,Cliff Meely,2.0,97.5,25,29,F/C,F,24.4,19.7,19.2,78.3
Scott Meents,1990,1991,1964-01-04,University of Illinois at Urbana-Champaign,Scott Meents,2.1,102.1,26,27,F,F,23.2,17.8,18.2,83.9
Dick Mehen,1950,1952,1922-05-20,University of Tennessee,Dick Mehen,2.0,88.5,28,30,F/C,F,22.1,17.2,15.2,73.3
Monk Meineke,1953,1958,1930-10-30,University of Dayton,Monk Meineke,2.0,94.3,23,28,F/C,F,23.6,18.6,17.5,76.8
Carl Meinhold,1948,1949,1926-03-29,Long Island University,Carl Meinhold,1.9,83.9,22,23,G/F,G,23.2,16.9,14.2,69.7
Salah Mejri,2016,2018,1986-06-15,Unknown,Salah Mejri,2.2,111.1,30,32,C,C,23.0,18.8,20.9,90.2
Gal Mekel,2014,2015,1988-03-04,Wichita State University,Gal Mekel,1.9,86.6,26,27,G,G,24.0,18.8,16.3,70.3
Bill Melchionni,1967,1976,1944-10-19,Villanova University,Bill Melchionni,1.9,74.8,23,32,G,G,20.7,16.0,12.0,62.8
Gary Melchionni,1974,1975,1951-01-19,Duke University,Gary Melchionni,1.9,83.9,23,24,G,G,23.2,17.2,14.4,69.5
Fab Melo,2013,2013,1990-06-20,Syracuse University,Fab Melo,2.1,115.7,23,23,C,C,26.2,20.5,23.7,92.0
Ed Melvin,1947,1947,1916-02-13,Duquesne University,Ed Melvin,1.8,77.1,31,31,G,G,23.8,19.5,15.0,62.1
Dean Meminger,1972,1977,1948-05-13,Marquette University,Dean Meminger,1.8,79.4,24,29,G,G,24.5,19.9,15.8,63.6
Chuck Mencel,1956,1957,1933-04-21,University of Minnesota,Chuck Mencel,1.8,76.2,23,24,G,G,23.5,17.5,13.3,62.9
John Mengelt,1972,1981,1949-10-16,Auburn University,John Mengelt,1.9,88.5,23,32,G,G,24.5,20.6,18.2,70.3
Ken Menke,1950,1950,1922-10-02,University of Illinois at Urbana-Champaign,Ken Menke,1.8,76.2,28,28,G,G,23.5,18.4,14.0,62.2
Pops Mensah-Bonsu,2007,2011,1983-09-07,George Washington University,Pops Mensahbonsu,2.1,108.9,24,28,F,F,24.7,19.9,21.7,87.2
Dewitt Menyard,1968,1968,1944-05-24,University of Utah,Dewitt Menyard,2.1,95.3,24,24,C,C,21.6,15.2,14.5,80.8
Ron Mercer,1998,2005,1976-05-18,University of Kentucky,Ron Mercer,2.0,95.3,22,29,G/F,G,23.8,19.0,18.1,77.2
Joe Meriweather,1976,1985,1953-10-26,Southern Illinois University,Joe Meriweather,2.1,97.5,23,32,C/F,C,22.1,17.7,17.3,80.2
Porter Meriwether,1963,1963,1940-03-16,Tennessee State University,Porter Meriwether,1.9,81.6,23,23,G,G,22.6,16.2,13.2,68.4
Tom Meschery,1962,1971,1938-10-26,Saint Mary's College of California,Tom Meschery,2.0,97.5,24,33,F,F,24.4,20.7,20.2,77.3
Bill Meyer,1968,1968,1943-08-30,Hiram College,Bill Meyer,1.9,88.5,25,25,G,G,24.5,19.0,16.8,71.7
Loren Meyer,1996,1999,1972-12-30,Iowa State University,Loren Meyer,2.1,116.6,24,27,C,C,26.4,21.7,25.3,91.3
Dave Meyers,1976,1980,1953-04-21,"University of California, Los Angeles",Dave Meyers,2.0,97.5,23,27,F/C,F,24.4,19.3,18.8,78.7
Stan Miasek,1947,1953,1923-09-19,Unknown,Stan Miasek,2.0,95.3,24,30,C/F,C,23.8,19.3,18.4,76.9
Larry Micheaux,1984,1985,1960-03-24,University of Houston,Larry Micheaux,2.1,99.8,24,25,F,F,22.6,16.7,16.7,83.1
Jordan Mickey,2016,2018,1994-07-09,Louisiana State University,Jordan Mickey,2.0,106.6,22,24,F,F,26.6,21.2,22.6,84.0
Khris Middleton,2013,2018,1991-08-12,Texas A&M University,Khris Middleton,2.0,106.1,22,27,F/G,F,26.5,21.8,23.1,83.0
Red Mihalik,1947,1947,1916-09-22,Unknown,Red Mihalik,1.8,81.6,31,31,G,G,25.2,21.2,17.3,64.3
Chris Mihm,2001,2009,1979-07-16,University of Texas at Austin,Chris Mihm,2.1,120.2,22,30,C,C,27.3,23.5,28.2,92.0
Ed Mikan,1949,1954,1925-10-20,DePaul University,Ed Mikan,2.0,104.3,24,29,C/F,C,26.1,21.8,22.7,81.6
George Mikan,1949,1956,1924-06-18,DePaul University,George Mikan,2.1,111.1,25,32,C,C,25.2,21.4,23.8,87.3
Larry Mikan,1971,1971,1948-04-08,University of Minnesota,Larry Mikan,2.0,95.3,23,23,F,F,23.8,17.7,16.9,78.4
Vern Mikkelsen,1950,1959,1928-10-21,Hamline University,Vern Mikkelsen,2.0,104.3,22,31,F/C,F,26.1,22.3,23.3,81.0
Al Miksis,1950,1950,1928-02-02,Western Illinois University,Al Miksis,2.0,95.3,22,22,C,C,23.8,17.4,16.6,78.7
Aaron Miles,2006,2006,1983-04-13,University of Kansas,Aaron Miles,1.9,79.4,23,23,G,G,22.0,15.5,12.3,67.1
C.J. Miles,2006,2018,1987-04-18,Unknown,Cj Miles,2.0,102.1,19,31,G/F,G,25.5,21.5,22.0,80.1
Darius Miles,2001,2009,1981-10-09,Unknown,Darius Miles,2.1,95.3,20,28,F,F,21.6,16.2,15.4,79.9
Eddie Miles,1964,1972,1940-07-05,Seattle University,Eddie Miles,1.9,88.5,24,32,G/F,G,24.5,20.6,18.2,70.3
Marko Milic,1998,1999,1977-05-07,Unknown,Marko Milic,2.0,106.6,21,22,G/F,G,26.6,20.8,22.2,84.4
Darko Milicic,2004,2013,1985-06-20,Unknown,Darko Milicic,2.1,113.4,19,28,F/C,F,25.7,21.1,23.9,89.5
Nat Militzok,1947,1947,1923-05-03,Cornell University,Nat Militzok,1.9,88.5,24,24,F,F,24.5,18.7,16.5,72.0
Andre Miller,2000,2016,1976-03-19,University of Utah,Andre Miller,1.9,90.7,24,40,G,G,25.1,23.1,21.0,69.7
